"name","mana_cost","combined_mana_cost","card_text","power","toughness","standard","commander","type","First_keyword","Second_keyword","Third_keyword","Fourth_keyword","Fifth_keyword","layout","prints_search_uri","rarity","number_keywords","Flying","Deathtouch","Haste","Vigilance","Broad_type","sanitised_name","Sixth_keyword"
"The Council of Four","{3}{W}{U}",5,"Whenever a player draws their second card during their turn, you draw a card.Whenever a player casts their second spell during their turn, you create a 2/2 white Knight creature token.",0,8,"not_legal","legal","Legendary Creature — Human Noble",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A3dfb006f-6620-4602-ac3c-d40a5a15a981&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","The Council of Four",NA
"Zacama, Primal Calamity","{6}{R}{G}{W}",9,"Vigilance, reach, trampleWhen Zacama enters, if you cast it, untap all lands you control.{2}{R}: Zacama deals 3 damage to target creature.{2}{G}: Destroy target artifact or enchantment.{2}{W}: You gain 3 life.",9,9,"not_legal","legal","Legendary Creature — Elder Dinosaur","Reach","Vigilance","Trample",NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A23270e4a-a222-4ffb-a946-d0e20d665187&unique=prints","mythic",3,"Not flying","Not deathtouch","Not haste","Vigilance","Creature","Zacama, Primal Calamity",NA
"Severance Priest","{W}{B}{G}",3,"DeathtouchWhen this creature enters, target opponent reveals their hand. You may choose a nonland card from it. If you do, exile that card.When this creature leaves the battlefield, the exiled card's owner creates an X/X white Spirit creature token, where X is the mana value of the exiled card.",3,3,"legal","legal","Creature — Djinn Cleric","Deathtouch",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A3a38bf69-511f-4851-870f-8a65641d832e&unique=prints","rare",1,"Not flying","Deathtouch","Not haste","Not vigilance","Creature","Severance Priest",NA
"Hinata, Dawn-Crowned","{1}{U}{R}{W}",4,"Flying, trampleSpells you cast cost {1} less to cast for each target.Spells your opponents cast cost {1} more to cast for each target.",4,4,"not_legal","legal","Legendary Creature — Kirin Spirit","Flying","Trample",NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Aaee473c7-c659-421c-96b5-05f57ca2ed97&unique=prints","rare",2,"Flying","Not deathtouch","Not haste","Not vigilance","Creature","Hinata, Dawn-Crowned",NA
"Raphael, Fiendish Savior","{3}{B}{R}",5,"FlyingOther Demons, Devils, Imps, and Tieflings you control get +1/+1 and have lifelink.At the beginning of each end step, if a creature card was put into your graveyard from anywhere this turn, create a 1/1 red Devil creature token with ""When this token dies, it deals 1 damage to any target.""",4,4,"not_legal","legal","Legendary Creature — Devil Noble","Flying",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A23bd166b-d766-4d03-8016-6708481d2195&unique=prints","rare",1,"Flying","Not deathtouch","Not haste","Not vigilance","Creature","Raphael, Fiendish Savior",NA
"Temur Battlecrier","{G}{U}{R}",3,"During your turn, spells you cast cost {1} less to cast for each creature you control with power 4 or greater.",4,3,"legal","legal","Creature — Orc Ranger",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Afadf984c-c224-432a-87b9-b34f929b8409&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Temur Battlecrier",NA
"Purging Stormbrood // Absorb Essence","{4}{B} // {1}{W}",5,NA,4,4,"legal","legal","Creature — Dragon // Instant — Omen","Flying","Ward",NA,NA,NA,"adventure","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A5e8086d5-ea48-4555-b65a-a33d08ba4afd&unique=prints","uncommon",2,"Flying","Not deathtouch","Not haste","Not vigilance","Creature","Purging Stormbrood // Absorb Essence",NA
"Troll of Khazad-dûm","{5}{B}",6,"This creature can't be blocked except by three or more creatures.Swampcycling {1} ({1}, Discard this card: Search your library for a Swamp card, reveal it, put it into your hand, then shuffle.)",6,5,"not_legal","legal","Creature — Troll","Landcycling","Typecycling","Cycling","Swampcycling",NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A222fd9fc-7af4-4269-bbb9-cd7b8ac029bd&unique=prints","common",4,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Troll of Khazad-dûm",NA
"Past in Flames","{3}{R}",4,"Each instant and sorcery card in your graveyard gains flashback until end of turn. The flashback cost is equal to its mana cost.Flashback {4}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",NA,NA,"not_legal","legal","Sorcery","Flashback",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A37a18736-5fe2-4897-809b-013497bdd890&unique=prints","mythic",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Sorcery","Past in Flames",NA
"Vindictive Lich","{3}{B}",4,"When this creature dies, choose one or more. Each mode must target a different player.• Target opponent sacrifices a creature of their choice.• Target opponent discards two cards.• Target opponent loses 5 life.",4,1,"not_legal","legal","Creature — Zombie Wizard",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A6dc7f837-158f-4ccf-86a5-a07a20891ec5&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Vindictive Lich",NA
"Intrude on the Mind","{3}{U}{U}",5,"Reveal the top five cards of your library and separate them into two piles. An opponent chooses one of those piles. Put that pile into your hand and the other into your graveyard. Create a 0/0 colorless Thopter artifact creature token with flying, then put a +1/+1 counter on it for each card put into your graveyard this way.",NA,NA,"legal","legal","Instant",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Aeedb1527-548a-435a-a3e1-8ad7d9d6d8a9&unique=prints","mythic",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Instant","Intrude on the Mind",NA
"Thought Vessel","{2}",2,"You have no maximum hand size.{T}: Add {C}.",NA,NA,"not_legal","legal","Artifact",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A9965d9c5-2ebf-4a6c-930e-55c5890979be&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Artifact","Thought Vessel",NA
"Battle Mammoth","{3}{G}{G}",5,"TrampleWhenever a permanent you control becomes the target of a spell or ability an opponent controls, you may draw a card.Foretell {2}{G}{G} (During your turn, you may pay {2} and exile this card from your hand face down. Cast it on a later turn for its foretell cost.)",6,5,"not_legal","legal","Creature — Elephant","Trample","Foretell",NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A7a6db509-7ef4-483c-b8a0-62a4f3e16ef9&unique=prints","mythic",2,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Battle Mammoth",NA
"Bloomvine Regent // Claim Territory","{3}{G}{G} // {2}{G}",5,NA,4,5,"legal","legal","Creature — Dragon // Sorcery — Omen","Flying",NA,NA,NA,NA,"adventure","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ada1e019c-2ffb-412d-90d7-f2e5e5c44c4b&unique=prints","rare",1,"Flying","Not deathtouch","Not haste","Not vigilance","Creature","Bloomvine Regent // Claim Territory",NA
"Anowon, the Ruin Sage","{3}{B}{B}",5,"At the beginning of your upkeep, each player sacrifices a non-Vampire creature of their choice.",4,3,"not_legal","legal","Legendary Creature — Vampire Shaman",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A0c201f79-9eca-48c8-88ba-a20fa6918a07&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Anowon, the Ruin Sage",NA
"Earthshaker Giant","{4}{G}{G}",6,"TrampleWhen this creature enters, other creatures you control get +3/+3 and gain trample until end of turn.",6,6,"not_legal","legal","Creature — Giant Druid","Trample",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Acd6250ae-9079-4a62-8a70-0d94fbac21bc&unique=prints","mythic",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Earthshaker Giant",NA
"Captivating Vampire","{1}{B}{B}",3,"Other Vampire creatures you control get +1/+1.Tap five untapped Vampires you control: Gain control of target creature. It becomes a Vampire in addition to its other types.",2,2,"not_legal","legal","Creature — Vampire",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Aacd382ee-94fb-4a29-b14e-c2a3c6dde7e0&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Captivating Vampire",NA
"Bloodlord of Vaasgoth","{3}{B}{B}",5,"Bloodthirst 3 (If an opponent was dealt damage this turn, this creature enters with three +1/+1 counters on it.)FlyingWhenever you cast a Vampire creature spell, it gains bloodthirst 3.",3,3,"not_legal","legal","Creature — Vampire Warrior","Flying","Bloodthirst",NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ad8560ee9-8cbb-440b-a132-e102a1eb3e89&unique=prints","mythic",2,"Flying","Not deathtouch","Not haste","Not vigilance","Creature","Bloodlord of Vaasgoth",NA
"Necropolis Regent","{3}{B}{B}{B}",6,"FlyingWhenever a creature you control deals combat damage to a player, put that many +1/+1 counters on it.",6,5,"not_legal","legal","Creature — Vampire","Flying",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A33c3a6be-8cae-4de8-9d9b-43216d727e93&unique=prints","mythic",1,"Flying","Not deathtouch","Not haste","Not vigilance","Creature","Necropolis Regent",NA
"Zurgo and Ojutai","{2}{U}{R}{W}",5,"Flying, hasteZurgo and Ojutai has hexproof as long as it entered this turn.Whenever one or more Dragons you control deal combat damage to a player or battle, look at the top three cards of your library. Put one of them into your hand and the rest on the bottom of your library in any order. You may return one of those Dragons to its owner's hand.",4,4,"legal","legal","Legendary Creature — Orc Dragon","Flying","Haste",NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A941c9acd-2773-456a-88d5-0537735f93c6&unique=prints","mythic",2,"Flying","Not deathtouch","Haste","Not vigilance","Creature","Zurgo and Ojutai",NA
"Ghalta and Mavren","{3}{G}{G}{W}{W}",7,"TrampleWhenever you attack, choose one —• Create a tapped and attacking X/X green Dinosaur creature token with trample, where X is the greatest power among other attacking creatures.• Create X 1/1 white Vampire creature tokens with lifelink, where X is the number of other attacking creatures.",12,12,"legal","legal","Legendary Creature — Dinosaur Vampire","Trample",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A756042c5-e444-45d7-8dc6-ae7c83c98438&unique=prints","rare",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Ghalta and Mavren",NA
"Paladin of Atonement","{1}{W}",2,"At the beginning of each upkeep, if you lost life last turn, put a +1/+1 counter on this creature.When this creature dies, you gain life equal to its toughness.",1,1,"not_legal","legal","Creature — Vampire Knight",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Af44dc71d-d08a-45ed-ac7c-f6d1ef811d96&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Paladin of Atonement",NA
"Crystal Barricade","{1}{W}",2,"Defender (This creature can't attack.)You have hexproof. (You can't be the target of spells or abilities your opponents control.)Prevent all noncombat damage that would be dealt to other creatures you control.",0,4,"legal","legal","Artifact Creature — Wall","Defender",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A291c7abf-9d64-4ba0-ae21-e3459edc9a95&unique=prints","rare",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Crystal Barricade",NA
"Silumgar, the Drifting Death","{4}{U}{B}",6,"Flying, hexproofWhenever a Dragon you control attacks, creatures defending player controls get -1/-1 until end of turn.",3,7,"not_legal","legal","Legendary Creature — Dragon","Flying","Hexproof",NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ab26c91d9-87de-45f7-a24c-bbe0cef3a35c&unique=prints","rare",2,"Flying","Not deathtouch","Not haste","Not vigilance","Creature","Silumgar, the Drifting Death",NA
"Stadium Headliner","{R}",1,"Mobilize 1 (Whenever this creature attacks, create a tapped and attacking 1/1 red Warrior creature token. Sacrifice it at the beginning of the next end step.){1}{R}, Sacrifice this creature: It deals damage equal to the number of creatures you control to target creature.",1,1,"legal","legal","Creature — Goblin Warrior","Mobilize",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ad8cfa20a-343e-4661-9f5a-a8265f6917a8&unique=prints","rare",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Stadium Headliner",NA
"Rediscover the Way","{U}{R}{W}",3,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)I, II — Look at the top three cards of your library. Put one of them into your hand and the rest on the bottom of your library in any order.III — Whenever you cast a noncreature spell this turn, target creature you control gains double strike until end of turn.",NA,NA,"legal","legal","Enchantment — Saga",NA,NA,NA,NA,NA,"saga","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A680a8e14-053f-4cde-a060-e1b36873cf14&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Enchantment","Rediscover the Way",NA
"Stormplain Detainment","{2}{W}",3,"When this enchantment enters, exile target nonland permanent an opponent controls until this enchantment leaves the battlefield.",NA,NA,"legal","legal","Enchantment",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A4ad9c550-5605-4ffe-8e27-e9f2d9ada000&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Enchantment","Stormplain Detainment",NA
"Arashin Sunshield","{3}{W}",4,"When this creature enters, exile up to two target cards from a single graveyard.{W}, {T}: Tap target creature.",3,4,"legal","legal","Creature — Human Warrior",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A1175d482-d8a2-467f-bc50-2f4b241966bb&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Arashin Sunshield",NA
"Iceridge Serpent","{4}{U}",5,"When this creature enters, return target creature an opponent controls to its owner's hand.",3,3,"legal","legal","Creature — Serpent",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A53f07529-c212-43e4-b5b6-086efeadda39&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Iceridge Serpent",NA
"Kin-Tree Nurturer","{2}{B}",3,"LifelinkWhen this creature enters, it endures 1. (Put a +1/+1 counter on it or create a 1/1 white Spirit creature token.)",2,1,"legal","legal","Creature — Human Druid","Lifelink",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Aad28a1f9-8893-4693-9464-c32ed760f6b1&unique=prints","common",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Kin-Tree Nurturer",NA
"Jeskai Devotee","{1}{R}",2,"Flurry — Whenever you cast your second spell each turn, this creature gets +1/+1 until end of turn.{1}: Add {U}, {R}, or {W}. Activate only once each turn.",2,2,"legal","legal","Creature — Orc Monk","Flurry",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A6dcdd313-6df7-4d44-a4cb-0346a4fdb4e1&unique=prints","common",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Jeskai Devotee",NA
